name,funding_total_usd,status,country_code,funding_rounds,Industry_Group,time_between_first_last_funding,days_in_business
Shoozy,25912,operating,Other,1,Community and Lifestyle,0,1010
Shop 9 Seven,80,operating,USA,1,Clothing and Apparel,0,728
Shop Hers,3500000,operating,USA,2,Clothing and Apparel,483,1459
Shop pirate,83053,operating,Other,1,Internet Services,0,1093
SHOP.CA,51521172,operating,Other,2,Commerce and Shopping,685,1277
SHOP.COM,25000000,acquired,Other,1,Commerce and Shopping,0,6694
shopa,1400000,operating,Other,2,Community and Lifestyle,287,1154
ShopAdvisor,8364999,operating,USA,3,Commerce and Shopping,846,1804
Shopalytic,40000,operating,Other,1,Software,0,1093
shopatplaces,33000,operating,Other,1,Community and Lifestyle,0,1457
Shopatron,10000000,operating,USA,2,Mobile,1888,5194
Shopcade,4000000,operating,Other,1,Internet Services,0,1885
Shopcaster,1000000,operating,USA,1,Commerce and Shopping,0,1269
ShopCity.com,1500000,operating,Other,1,Commerce and Shopping,0,2829
Shopcliq,375000,acquired,Other,1,Internet Services,0,1459
ShopClues.com,16250000,operating,Other,4,Commerce and Shopping,825,1824
Shopear,122408,operating,Other,3,Data and Analytics,305,1338
ShopEat,80000,operating,Other,1,Food and Beverage,0,1824
ShopEx,2000000,operating,Other,2,Software,13,5111
Shopflick,8000000,acquired,USA,2,Community and Lifestyle,108,3104
Shopgate,9400000,operating,USA,3,Software,1252,2554
ShopGo,950000,operating,Other,3,Commerce and Shopping,457,1385
Shopify,122000000,operating,Other,3,Commerce and Shopping,1094,3498
ShopIgniter,12500000,acquired,USA,3,Community and Lifestyle,1416,2281
Shopintoit,185000,operating,USA,4,Community and Lifestyle,199,1285
ShopIt,31490,acquired,USA,1,Commerce and Shopping,0,2623
ShopKeep,37200000,operating,USA,3,Software,828,2646
shopkick,20000000,acquired,USA,3,Community and Lifestyle,365,2403
Shopline,41250,operating,Other,1,Mobile,0,942
Shoplins,325000,operating,Other,2,Commerce and Shopping,116,1454
Shoplocal,21350000,acquired,USA,6,Commerce and Shopping,915,6056
ShopLocket,1000000,acquired,Other,2,Commerce and Shopping,153,1489
ShopLogic,250000,acquired,Other,1,Commerce and Shopping,0,1824
Shoplogix,7000000,operating,Other,1,Software,0,5111
Shopmium,7700000,operating,Other,2,Commerce and Shopping,536,2189
Shopnation,800000,acquired,USA,1,Other,0,2189
Shopnlist,846389,operating,USA,1,Information Technology,0,5752
Shopography,140000,operating,USA,1,Other,0,1442
Shopow,1400000,operating,Other,1,Community and Lifestyle,0,2088
shopp,7000,operating,Other,1,Commerce and Shopping,0,2440
Shoppable,1500000,operating,USA,2,Commerce and Shopping,311,1551
ShopPad,500000,operating,USA,1,Commerce and Shopping,0,1246
Shopper Concepts BV,452836,operating,Other,3,Other,258,1035
Shopperception,200000,operating,USA,1,Other,0,1765
ShoppinPal,500000,operating,USA,1,Mobile,0,1459
ShopReply,6860000,operating,Other,3,Data and Analytics,487,1490
ShopRunner,75000000,acquired,USA,1,Commerce and Shopping,0,2189
ShopSavvy,11500000,operating,USA,4,Mobile,1188,2920
ShopSocially,2850000,operating,USA,3,Software,610,2554
ShopSpot,628000,operating,Other,2,Mobile,324,1428
ShopSquad/Ownza,1250000,operating,USA,1,Community and Lifestyle,0,1770
ShopSuey,600000,operating,USA,2,Professional Services,343,1384
Shopsy,100000,operating,USA,1,Content and Publishing,0,1336
ShopTap,5824998,operating,USA,1,Mobile,0,1824
ShopText,5700000,operating,USA,2,Data and Analytics,84,3407
Shoptimise,5812206,operating,Other,2,Internet Services,396,1154
Shoptiques,2000000,operating,USA,2,Clothing and Apparel,197,1824
Shopular,6400000,operating,USA,2,Commerce and Shopping,634,1338
Shopventory,2030000,operating,USA,3,Financial Services,151,966
ShopVisible,823000,operating,USA,1,Commerce and Shopping,0,3650
ShopWell,7939553,acquired,USA,5,Internet Services,1032,2920
ShopWiki,6250000,acquired,USA,1,Media and Entertainment,0,3864
Shopzilla,74500000,acquired,Other,3,Advertising,648,7151
Short Fuze,1930000,operating,Other,1,Software,0,4746
Shortcut Labs,100000,operating,USA,1,Sales and Marketing,0,1093
Shortlist,310000,operating,USA,1,Media and Entertainment,0,1582
Shot & Shop,821122,operating,Other,6,Software,195,1253
Shot Stats,75000,operating,USA,2,Sports,91,1062
ShotClip,800617,operating,Other,4,Software,847,2189
Shotfarm,790010,operating,USA,2,Media and Entertainment,574,2189
Shotlst,29411,operating,Other,1,Software,0,1277
Shoto,250000,operating,USA,1,Commerce and Shopping,0,787
Shots,2700000,operating,USA,1,Software,0,789
ShotSpotter,13789142,operating,USA,2,Privacy and Security,437,7668
Shoulder Options,500000,operating,USA,1,Software,0,3285
Shout,120000,operating,USA,1,Media and Entertainment,0,912
Shout For Good,1025559,operating,Other,1,Other,0,886
Shout TV,1250000,operating,USA,2,Gaming,330,1513
ShoutEm,1648560,operating,USA,2,Software,546,2707
Shoutitout,3900000,closed,USA,4,Content and Publishing,256,2315
Shoutlet,24200000,operating,USA,3,Software,870,2189
ShoutNow,20000,operating,USA,1,Media and Entertainment,0,2574
ShoutOut,20000,operating,Other,1,Software,0,530
shoutr,140240,operating,Other,2,Software,308,1093
ShoutWire,500000,operating,USA,1,Content and Publishing,0,4711
Show de Ingressos,1500,operating,Other,1,Events,0,2522
Showcase,600000,operating,Other,1,Sales and Marketing,0,1459
ShowClix,7114000,operating,USA,7,Internet Services,2395,3226
ShowEvidence,2515000,operating,USA,2,Software,202,1824
Showkicker,25000,operating,USA,1,Events,0,1824
ShowKit,710000,operating,USA,2,Information Technology,378,1307
ShowMe,840000,operating,USA,3,Education,502,2342
ShowMe VIdeoke,100000,operating,USA,1,Content and Publishing,0,1132
ShowNearby,4170000,operating,Other,5,Internet Services,1160,2962
Showpad,10500000,operating,USA,2,Software,590,1704
Showpitch,2800000,operating,USA,3,Media and Entertainment,833,1427
Showroomprive,46916000,operating,Other,1,Internet Services,0,1947
ShowUhow,3000000,acquired,USA,1,Software,0,1948
Shozu,36000000,acquired,Other,3,Mobile,942,5476
Shrink Nanotechnologies,345000,operating,USA,1,Advertising,0,2259
ShrinkTheWeb,150000,operating,Other,1,Internet Services,0,2764
Shsunedu.com,100000000,operating,Other,1,Community and Lifestyle,0,669
Shuame,15416011,operating,Other,2,Software,213,1459
Shubham Housing Development Finance Company,28000000,operating,Other,2,Real Estate,648,2189
Shuddle,2600000,operating,USA,1,Transportation,0,728
Shufti,5800000,operating,Other,1,Professional Services,0,441
Shunra Software,11500000,acquired,USA,1,Professional Services,0,4165
ShunWang Technology,16236400,operating,Other,1,Software,0,3824
Shuropody,4792797,operating,Other,1,Commerce and Shopping,0,1206
Shustir,1328000,operating,Other,1,Community and Lifestyle,0,2766
Shutl,8685807,acquired,Other,6,Commerce and Shopping,1746,2220
ShutterCal,52000,operating,Other,1,Professional Services,0,1020
Shuttersong,2175000,operating,USA,3,Mobile,342,1202
ShuttleCloud,1048000,operating,USA,3,Financial Services,670,2069
Shuttlerock,2850000,operating,Other,2,Community and Lifestyle,1205,1673
Shweeb,1000000,operating,Other,1,Transportation,0,1920
Shyp,12100000,operating,USA,2,Transportation,292,912
Si TV,8700000,operating,Other,1,Gaming,0,2336
Si2 Microsystems,12700000,operating,USA,1,Advertising,0,3650
Siamab Therapeutics,6191205,operating,USA,4,Biotechnology,642,3650
Siamosoci,1350000,operating,Other,2,Financial Services,125,1885
Sian's Plan,568936,operating,Other,2,Commerce and Shopping,455,1459
Siano Mobile Silicon,106000000,operating,Other,6,Software,2241,4229
Siasto,750000,operating,USA,2,Software,739,1459
Sibaritus,156300,operating,Other,1,Data and Analytics,0,1331
SiBEAM,113750000,acquired,USA,6,Mobile,1924,4046
SiC Processing,1770000,operating,Other,1,Advertising,0,2244
Sicel Technologies,1502245,operating,USA,1,Health Care,0,6207
Sichuan Gaofuji Food,16295491,operating,Other,1,Manufacturing,0,5782
Sichuan Huiji Food Industry,29610541,operating,Other,2,Commerce and Shopping,243,5264
sickweather,470000,operating,USA,2,Mobile,185,1824
SiConnect,10220000,operating,Other,2,Advertising,508,4381
Sicubo,885000,closed,Other,1,Software,0,3017
Side.Cr,35000000,operating,USA,5,Mobile,1019,1428
Sideband Networks,6000000,operating,USA,1,Software,0,1185
Sidecar,8224203,operating,USA,5,Commerce and Shopping,946,2189
Sidecar.me,5100000,closed,USA,2,Community and Lifestyle,423,2069
SidelineSwap,65000,operating,USA,1,Financial Services,0,2019
Sidense,11700000,operating,Other,3,Hardware,924,4381
Sideris Pharmaceuticals,32599000,operating,USA,2,Biotechnology,186,1459
Sidestage,100000,operating,Other,1,Media and Entertainment,0,520
SideStep,32000000,acquired,USA,4,Travel and Tourism,2619,5903
SideStripe,250000,operating,USA,1,Community and Lifestyle,0,2768
SideTour,4000000,acquired,USA,3,Other,633,1673
Sidewalk,18086489,operating,USA,2,Commerce and Shopping,320,3285
"Sidustar International, Inc.",650000,closed,USA,1,Software,0,5643
Sien,7753800,operating,Other,2,Software,366,3377
SiEnergy Systems,2650000,operating,USA,1,Information Technology,0,3285
Sientra,150000000,operating,USA,2,Health Care,1806,3285
Sierra Design Automation,19000000,acquired,USA,2,Advertising,1199,4746
Sierra Health Foundation,1600000,operating,USA,1,Community and Lifestyle,0,699
Sierra House Cookies,109870,operating,USA,1,Financial Services,0,728
Sierra Photonics,8342782,operating,USA,3,Software,1039,2920
Sierra Surgical,21600000,operating,USA,2,Biotechnology,347,3059
Siesta Medical,1934058,operating,USA,2,Software,526,2554
Sift,6126788,operating,Other,3,Software,5804,7121
Sift Shopping,2540000,operating,Other,2,Commerce and Shopping,294,1459
Sifteo,13500000,acquired,USA,3,Gaming,427,2554
Siftit,4000000,operating,USA,1,Food and Beverage,0,574
SIFTSORT.COM,650000,operating,USA,3,Internet Services,1196,2920
SiftyNet,40635,operating,Other,2,Other,72,942
SiGe Semiconductor,28500000,acquired,Other,2,Advertising,879,7303
SigFig,15000000,operating,USA,1,Financial Services,0,1824
SIGFOX,32086000,operating,Other,2,Internet Services,563,2296
Sight Sciences,524000,operating,USA,1,Health Care,0,1570
SightCall,4600000,operating,USA,2,Internet Services,719,2951
Sighter,40000,operating,Other,1,Software,0,1459
Sighthound,587500,operating,Other,1,Hardware,0,1459
Sightlogix,216000,operating,USA,1,Privacy and Security,0,2381
Sigma Pharmaceuticals,18215562,operating,Other,1,Biotechnology,0,2289
sigmacare,2600000000,operating,USA,1,Health Care,0,4015
SigmaQuest,370561,operating,USA,2,Software,2329,5476
Sigmatix,650998,operating,USA,1,Software,0,2554
Sigmoid Pharma,6339385,operating,Other,1,Consumer Electronics,0,457
Sign2Pay,764052,operating,Other,1,Commerce and Shopping,0,789
SignaCert,19458703,operating,USA,3,Software,3223,1093
Signadyne,390360,operating,Other,1,Consumer Electronics,0,1854
Signal,50000000,operating,USA,4,Software,1178,2286
Signal Data,4522000,operating,USA,4,Financial Services,1064,2189
Signal Processing Devices Sweden,3890000,operating,Other,1,Software,0,4381
Signal Sciences,2000000,operating,Other,1,Privacy and Security,0,660
Signal Vine,249304,operating,USA,1,Information Technology,0,1093
Signal360 (formerly Sonic Notify),4550000,operating,USA,2,Software,289,1551
SignalDemand,30000000,acquired,USA,2,Software,247,4381
SignalFuse,8500000,operating,USA,1,Software,0,1093
Signalink Technologies,802200,operating,Other,3,Software,543,2393
SignalPoint Communications,10540000,operating,USA,1,Mobile,0,1459
SignalSet,6000000,operating,USA,1,Mobile,0,2920
Signature,1100000,operating,USA,1,Commerce and Shopping,0,1885
Signature Contracting Services,3500000,operating,USA,1,Real Estate,0,544
Signaturit,20735,operating,Other,1,Information Technology,0,973
SigNav Pty Ltd,1850000,operating,Other,1,Mobile,0,3600
Signdat,210000,operating,USA,1,Software,0,1459
Signiant,10000000,operating,USA,1,Software,0,5842
Signicat,1934000,operating,Other,2,Privacy and Security,428,3603
Signifyd,4000000,operating,USA,2,Commerce and Shopping,492,1673
Signix,4001755,operating,USA,6,Software,1266,5111
SignNow,2500000,acquired,USA,2,Internet Services,358,2158
Signostics,9000000,operating,USA,2,Biotechnology,204,4015
Signpath Pharma,4935500,operating,USA,2,Biotechnology,975,3650
Signpost,16050000,operating,USA,4,Software,1335,2189
SignStorey,18500000,acquired,USA,1,Content and Publishing,0,4015
Signum Biosciences,5600000,operating,USA,2,Biotechnology,844,5111
Sihua Technology,2000750,operating,Other,5,Other,3287,5142
Siimpel Corporation,56494609,acquired,USA,6,Software,1496,5842
Siine,879531,operating,Other,2,Mobile,1137,3285
Sijibang.com,116277,operating,Other,3,Mobile,517,1551
Sikernes Risk Management,25000,operating,USA,1,Software,0,1824
Siklu,31000000,operating,Other,2,Mobile,1280,3284
Sikorsky Aircraft,54600000,operating,USA,3,Manufacturing,33,3285
SIL4 Systems,50000,operating,USA,1,Software,0,2554
Silarus Therapeutics,10000000,operating,USA,1,Health Care,0,464
Silatronix,3300000,operating,USA,2,Information Technology,2288,3285
Silecs,31570000,operating,Other,3,Advertising,1927,5842
Silego Technology,5750000,operating,USA,4,Advertising,3141,5203
Silenseed,500000,operating,Other,1,Consumer Electronics,0,6207
Silent Circle,30000000,operating,Other,1,Privacy and Security,0,1459
Silent Communication,5000000,operating,Other,1,Mobile,0,4381
Silent Edge,3738338,operating,Other,1,Professional Services,0,5111
Silent Herdsman,4545754,operating,Other,1,Internet Services,0,646
Silent Power,3500000,operating,USA,2,Information Technology,259,1829
Silentium,13810000,operating,Other,5,Software,2385,2926
Silentsoft,4130000,operating,Other,2,Software,705,2863
Silere Medical Technology,120000,operating,USA,1,Biotechnology,0,2920
Silex Microsystems,30710000,operating,Other,2,Software,574,5842
Silicium Energy,500000,operating,USA,1,Software,0,1824
Silico Corp,250000,closed,USA,1,Professional Services,0,2189
Silicon & Software Systems,11820000,operating,Other,1,Advertising,0,3661
Silicon Biosystems,9550000,acquired,Other,2,Advertising,1168,3280
Silicon Clocks,26100000,acquired,USA,3,Manufacturing,1102,4381
Silicon Cloud,200000,operating,Other,1,Advertising,0,881
Silicon Frontline Technology,1835779,operating,USA,1,Software,0,2000
Silicon Genesis,23000000,operating,USA,1,Software,0,6937
Silicon Hive,17000000,closed,Other,2,Advertising,555,4746
Silicon Kinetics,3122821,operating,USA,2,Biotechnology,1428,5021
Silicon Space Technology,12498182,operating,USA,4,Advertising,720,4381
Silicon Valley Data Science,3000000,operating,USA,1,Other,0,1003
SiliconBlue Technologies,57005567,acquired,USA,3,Advertising,965,2625
Silicone Arts Laboratories,530000,operating,USA,2,Health Care,799,2189
Silicor Materials,240007997,operating,USA,8,Manufacturing,2652,3591
Silistix,6000000,closed,Other,1,Advertising,0,4746
Silk,3655264,operating,Other,3,Software,873,2189
Silk Road Medical,56625793,operating,USA,5,Health Care,2656,3285
silkfred,181830,operating,Other,1,Clothing and Apparel,0,2189
SilkRoad Technology,192000000,operating,USA,7,Administrative Services,4209,4746
SilMach,218000,operating,Other,1,Software,0,3807
Silo Labs,220000,operating,USA,1,Mobile,0,1293
Siluria Technologies,99468875,operating,USA,6,Information Technology,1902,2920
Silver Creek Systems,6000000,acquired,USA,1,Software,0,6937
Silver Curve,310430,operating,Other,1,Software,0,2189
Silver Lining Limited,300000,closed,USA,1,Software,0,4015
Silver Lining Solutions,2147000,operating,Other,2,Software,828,2795
Silver Peak,65167337,operating,USA,9,Community and Lifestyle,3242,4381
Silver Spring Networks,358929976,operating,USA,9,Hardware,2184,5111
Silver Tail Systems,22100000,acquired,USA,3,Financial Services,1091,2913
Silverado,5603028,operating,USA,1,Health Care,0,2241
"Silverback Enterprise Group, Inc.",31300000,operating,USA,2,Other,1156,2189
Silverback Learning Solutions,5316482,operating,USA,3,Education,519,2189
Silverback Media,500000,operating,Other,1,Software,0,2028
Silverback Systems,16000000,operating,USA,1,Internet Services,0,5842
SilverBack Technologies,3500000,acquired,USA,1,Software,0,6207
Silvercar,31526848,operating,USA,3,Transportation,931,1093
Silvercare Solutions,1777995,operating,USA,3,Health Care,1108,2920
SilverCloud Health,1929900,operating,USA,2,Information Technology,1273,1824
Silvergate Pharmaceuticals,4015000,operating,USA,2,Biotechnology,1210,2189
SilverLine Global,200000,operating,USA,1,Media and Entertainment,0,644
Silverlink Communications,12600032,operating,USA,3,Software,2813,5476
Silverpop,40000000,acquired,USA,2,Sales and Marketing,1826,5903
SilverPush,3100000,operating,USA,6,Software,346,1459
SilverRail Technologies,69000000,operating,Other,4,Transportation,1363,2464
Silverside Detectors Inc.,150000,operating,USA,2,Government and Military,0,1154
Silversky,108000000,acquired,USA,3,Information Technology,2437,6937
SilverStorm Technologies,13000000,operating,USA,1,Internet Services,0,5842
SILVERWING,40000,operating,USA,3,Data and Analytics,212,850
Silvigen,3478433,closed,Other,1,Information Technology,0,2737
Sim Ops Studios,3427334,closed,USA,2,Internet Services,321,3650
SIM Partners,8000000,operating,USA,1,Internet Services,0,3606
Simalaya,1280000,operating,Other,1,Professional Services,0,3437
Simbionix,7000000,acquired,USA,1,Health Care,0,6937
Simbiosis,40000,operating,Other,1,Financial Services,0,1154
Simbol Materials,1375000,operating,Other,1,Information Technology,0,2192
